ParcelMaster.parcelnumber,Parcels.current_taxable
06-362-0253-000,28309
06-362-0255-000,36438
06-362-0257-000,76900
06-362-0258-000,36019
06-362-0259-000,22164
06-362-0260-000,30064
06-362-0261-000,30227
06-362-0262-000,16501
06-362-0263-000,22729
06-362-0264-000,23732
06-362-0265-000,55900
06-362-0266-000,43818
06-362-0268-000,31443
06-362-0270-000,29754
06-362-0271-000,25130
06-362-0272-000,1300
06-362-0273-000,1300
06-362-0274-000,1300
06-362-0275-000,1300
06-362-0276-000,17825
06-362-0277-000,22285
06-362-0278-000,27223
06-362-0279-000,36861
06-362-0280-000,26982
06-362-0281-000,18671
06-362-0282-000,36768
06-362-0283-000,70200
06-362-0284-000,46239
06-362-0285-000,30930
06-362-0286-000,22524
06-362-0287-000,37170
06-362-0288-000,23490
06-362-0289-000,32445
06-362-0290-000,20597
06-362-0292-000,39900
06-362-0293-000,55100
06-362-0294-000,31836
06-362-0295-000,31165
06-362-0296-000,18909
06-362-0297-000,20985
06-362-0298-000,22261
06-362-0299-000,4121
06-362-0300-000,24838
06-362-0301-000,23490
06-362-0302-000,20671
06-362-0303-000,38430
06-362-0304-000,22164
06-362-0305-000,24332
06-362-0306-000,29873
06-362-0307-000,0
06-362-0307-100,24735
06-362-0308-000,0
06-362-0309-000,52605
06-362-0310-000,41107
06-362-0312-000,46620
06-362-0313-000,25416
06-362-0314-000,33625
06-362-0315-000,2928
06-362-0316-000,0
06-362-0331-000,0
06-362-0350-000,16018
06-362-0351-000,43400
06-362-0352-000,19032
06-362-0353-000,707
06-362-0354-000,20236
06-362-0355-000,4618
06-362-0356-000,18428
06-362-0357-000,46412
06-362-0358-000,24487
06-362-0359-000,54500
06-362-0360-000,50218
06-362-0361-000,86300
06-362-0362-000,27223
06-362-0363-000,31077
06-362-0364-000,0
06-362-0364-100,33771
06-362-0365-000,0
06-362-0366-000,0
06-362-0366-100,0
06-362-0366-200,25576
06-362-0366-300,0
06-362-0367-000,23849
06-362-0368-000,24090
06-362-0369-000,25655
06-362-0370-000,24090
06-362-0371-000,28352
06-362-0372-000,19610
06-362-0373-000,21441
06-362-0374-000,17103
06-362-0376-000,18790
06-362-0377-000,17585
06-362-0378-000,17103
06-362-0379-000,0
06-362-0380-000,54100
06-362-0381-000,30826
06-362-0382-000,72000
06-362-0383-000,18309
06-362-0384-000,23495
06-362-0385-000,35228
06-362-0386-000,22285
06-362-0387-000,23849
06-362-0388-000,29085
06-362-0389-000,74200
06-362-0390-000,33800
06-362-0391-000,17343
06-362-0392-000,23849
06-362-0393-000,21079
06-362-0394-000,0
06-362-0395-000,36983
06-362-0396-000,30234
06-362-0397-000,70665
06-362-0398-000,27585
06-362-0399-000,42315
06-362-0400-000,31199
06-362-0401-000,23352
06-362-0402-000,64100
06-362-0403-000,19513
06-362-0404-000,32886
06-362-0405-000,14033
06-362-0406-000,23206
06-362-0407-000,46300
06-362-0408-000,63362
06-362-0409-000,35383
06-362-0410-000,57810
06-362-0411-000,32886
06-362-0411-100,3000
06-362-0411-200,35897
06-362-0412-000,29994
06-362-0413-000,56184
06-362-0414-000,23849
06-362-0415-000,68700
06-362-0416-000,20718
06-362-0417-000,31199
06-362-0418-000,22164
06-362-0419-000,23367
06-362-0420-000,39511
06-362-0421-000,35415
06-365-0001-000,0
06-365-0002-000,0
06-365-0002-100,33217
06-365-0003-000,409986
06-365-0007-000,29688
06-365-0008-000,36294
06-365-0009-000,42086
06-365-0010-000,12265
06-365-0011-000,35701
06-365-0012-000,55650
06-365-0013-000,73500
06-365-0014-000,415167
06-365-0015-000,77074
06-365-0016-000,176632
06-365-0017-000,56600
06-365-0018-000,17441
06-365-0019-000,101447
06-365-0020-000,0
06-365-0021-000,54663
06-365-0022-000,14419
06-365-0022-100,0
06-365-0023-000,26400
06-365-0024-000,19148
06-365-0025-000,19858
06-365-0026-000,17848
06-365-0027-000,21069
06-365-0028-000,7900
06-365-0029-000,13812
06-365-0030-000,23051
06-365-0031-000,91039
06-365-0031-100,86499
06-365-0032-000,0
06-365-0033-000,28240
06-365-0034-000,0
06-365-0035-000,0
06-365-0036-000,0
06-365-0037-000,26953
06-365-0038-000,30135
06-365-0039-000,23758
06-365-0040-000,19507
06-365-0041-000,0
06-365-0041-100,0
06-365-0042-000,21400
06-365-0043-000,0
06-365-0044-000,33298
06-365-0045-000,20567
06-365-0046-000,15430
06-365-0047-000,20505
06-365-0048-000,42945
06-365-0049-000,23422
06-365-0050-000,24800
06-365-0052-000,57500
06-365-0053-000,24941
06-365-0054-000,20686
06-365-0055-000,16666
06-365-0056-000,20923
06-365-0057-000,21512
06-365-0058-000,16430
06-365-0059-000,0
06-365-0060-000,0
06-365-0061-000,0
06-365-0062-000,0
06-365-0063-000,0
06-365-0064-000,0
06-365-0066-000,0
06-365-0067-000,0
06-365-0068-000,0
06-365-0069-000,29908
06-365-0070-000,27778
06-365-0071-000,20686
06-365-0072-000,0
06-365-0073-000,18676
06-365-0074-000,0
06-365-0075-000,25845
06-365-0076-000,17021
06-365-0077-000,0
06-365-0078-000,28136
06-365-0079-000,16784
06-365-0080-000,35000
06-365-0086-000,17966
06-365-0087-000,19148
06-365-0088-000,18763
06-365-0089-000,22105
06-365-0090-000,25533
06-365-0091-000,57300
06-365-0092-000,22932
06-365-0093-000,36884
06-365-0094-000,57225
06-365-0095-000,24232
06-365-0096-000,30930
06-365-0097-000,25297
06-365-0101-000,0
06-365-0101-100,19562
06-365-0102-000,0
06-365-0102-100,0
06-365-0102-200,0
06-365-0103-000,0
06-365-0103-100,18795
06-365-0104-000,18558
06-365-0105-000,35633
06-365-0106-000,2415
06-365-0107-000,33217
06-365-0108-000,29319
06-365-0109-000,33915
06-365-0110-000,31293
06-365-0111-000,3150
06-365-0112-000,47460
06-365-0113-000,43600
06-365-0114-000,44322
06-365-0115-000,17966
06-365-0116-000,23003
06-365-0117-000,19032
06-365-0118-000,34874
06-365-0119-000,22105
06-365-0120-000,24114
06-365-0121-000,25651
06-365-0122-000,2588
06-365-0123-000,22459
06-365-0124-000,23644
06-365-0125-000,23287
06-365-0126-000,28724
06-365-0127-000,27899
06-365-0128-000,0
06-365-0128-100,0
06-365-0128-110,378100
06-365-0134-000,0
06-365-0135-000,0
06-365-0136-000,30958
06-365-0137-000,30026
06-365-0138-000,29199
06-365-0138-100,0
06-365-0139-000,13998
06-365-0140-000,49422
06-365-0141-000,39167
06-365-0142-000,840
06-365-0143-000,0
06-365-0144-000,0
06-365-0144-100,108026
06-365-0145-000,58298
06-365-0146-000,67859
06-365-0148-000,52320
06-365-0149-000,66570
06-365-0150-000,33707
06-365-0151-000,71900
06-365-0152-000,258825
06-365-0153-000,57900
06-365-0154-000,56149
06-365-0156-000,33454
06-365-0157-000,30972
06-365-0158-000,60654
06-365-0159-000,65512
06-365-0160-000,32198
06-365-0161-000,25314
06-365-0162-000,41685
06-365-0163-000,17376
06-365-0164-000,21748
06-365-0165-000,35803
06-365-0166-000,16640
06-365-0167-000,18322
06-365-0168-000,46935
06-365-0169-000,46459
06-365-0170-000,48377
06-365-0171-000,32982
06-365-0173-000,91001
06-365-0174-000,87436
06-365-0175-000,93265
06-365-0176-000,90075
06-365-0177-000,591496
06-365-0178-000,43111
06-365-0179-000,62685
06-365-0180-000,35819
06-365-0181-000,64452
06-365-0182-000,147100
06-365-0183-000,147210
06-365-0184-000,135775
06-365-0185-000,147210
06-365-0186-000,0
06-365-0186-100,69869
06-365-0187-000,0
06-365-0189-000,54616
06-365-0190-000,90204
06-365-0191-000,0
06-365-0192-000,0
06-365-0192-100,37100
06-365-0193-000,6300
06-365-0194-000,2700
06-365-0195-000,19400
06-365-0196-000,150456
06-365-0197-000,56509
06-365-0198-000,88506
06-365-0199-000,139125
06-365-0200-000,31558
06-365-0201-000,66558
06-365-0202-000,15430
06-365-0203-000,30261
06-365-0204-000,23405
06-365-0205-000,20268
06-365-0206-000,25770
06-365-0207-000,99540
06-365-0208-000,43387
06-365-0209-000,48791
06-365-0210-000,35110
06-365-0211-000,40500
06-365-0212-000,1537
06-365-0213-000,2625
06-365-0214-000,2520
06-365-0215-000,1470
06-365-0216-000,3150
06-365-0217-000,37238
06-365-0218-000,35819
06-365-0219-000,46500
06-365-0220-000,3150
06-365-0221-000,3150
06-365-0222-000,1470
06-365-0223-000,0
06-365-0224-000,44224
06-365-0225-000,16071
06-365-0226-000,1155
06-365-0227-000,39720
06-365-0228-000,2520
06-365-0230-000,0
06-365-0231-000,31327
06-365-0232-000,39589
06-365-0233-000,24825
06-365-0234-000,26896
06-365-0235-000,34518
06-365-0240-000,0
06-365-0257-000,0
06-365-0273-000,0
06-365-0279-250,101666
06-365-0279-300,126210
06-365-0279-375,0
06-365-0279-376,0
06-365-0279-500,0
06-365-0281-000,0
06-365-0282-000,0
06-365-0284-000,0
06-365-0285-000,0
06-365-0286-000,0
06-365-0286-100,0
06-365-0287-000,0
06-365-0290-000,0
06-365-0290-100,49000
06-365-0291-000,3000
06-365-0292-000,0
06-365-0293-000,0
06-365-0294-000,0
06-365-0295-000,0
06-365-0296-000,96983
06-365-0297-000,6016
06-365-0298-000,0
06-365-0300-000,0
06-365-0300-100,0
06-365-0300-200,0
06-365-0301-000,0
06-365-0301-100,0
06-365-0302-000,0
06-365-0302-100,0
06-365-0302-200,0
06-365-0303-000,179512
06-365-0305-000,632030
06-365-0340-000,0
06-365-0341-000,655885
06-365-0356-000,0
06-365-0363-000,0
06-365-0366-000,30736
06-365-0367-000,20331
06-365-0368-000,0
06-365-0369-000,426372
06-365-0377-000,204883
06-365-0385-000,0
06-365-0385-100,0
06-365-0390-000,0
06-365-0397-000,241309
06-365-0400-000,16500
06-365-0404-000,2303
06-365-0405-000,252279
06-365-0410-000,10000
06-365-0411-000,10522
06-365-0412-000,31681
06-365-0413-000,26379
06-365-0414-000,21921
06-365-0416-000,5965
06-365-0417-000,42542
06-365-0418-000,39011
06-365-0419-000,2730
06-365-0420-000,24332
06-365-0421-000,82300
06-365-0422-000,62685
06-365-0423-000,23596
06-365-0424-000,22164
06-365-0425-000,23971
06-365-0426-000,25828
06-365-0427-000,52400
06-365-0428-000,34755
06-365-0429-000,57379
06-365-0430-000,41612
06-365-0431-000,19150
06-365-0432-000,24573
06-365-0433-000,53781
06-365-0434-000,41800
06-365-0436-000,27103
06-365-0437-000,26020
06-365-0438-000,34096
06-365-0439-000,30026
06-365-0440-000,31564
06-365-0441-000,72526
06-365-0442-000,47951
06-365-0443-000,23996
06-365-0444-000,26259
06-365-0445-000,164088
06-365-0446-000,55689
06-365-0447-000,21921
06-365-0448-000,16100
06-365-0449-000,18066
06-365-0450-000,22032
06-365-0451-000,27464
06-365-0452-000,28309
06-365-0453-000,24452
06-365-0454-000,28689
06-365-0455-000,25307
06-365-0456-000,31563
06-365-0457-000,33730
06-365-0458-000,17343
06-365-0459-000,0
06-365-0460-000,46301
06-365-0461-000,23367
06-365-0462-000,53100
06-365-0463-000,22042
06-365-0465-000,223120
06-365-0469-000,17650
06-365-0470-000,43100
06-365-0471-000,10304
06-365-0473-000,13762
06-365-0474-000,20478
06-365-0475-000,23732
06-365-0477-000,43148
06-365-0478-000,34693
06-365-0479-000,124724
06-365-0480-000,145415
06-365-0481-000,22164
06-365-0482-000,37509
06-365-0483-000,17662
06-365-0483-100,39060
06-365-0484-000,73907
06-365-0485-000,72885
06-365-0486-000,94212
06-365-0487-000,51135
06-365-0488-000,38328
06-365-0489-000,22042
06-365-0490-000,14572
06-365-0491-000,39263
06-365-0493-000,0
06-365-0494-000,21090
06-365-0495-000,0
06-365-0495-100,23008
06-365-0496-000,38067
06-365-0497-000,188700
06-365-0497-100,77700
06-365-0498-000,19325
06-365-0499-000,33847
06-365-0500-000,0
06-365-0501-000,0
06-365-0501-100,21412
06-365-0502-000,28689
06-365-0503-000,70610
06-365-0504-000,37695
06-365-0505-000,35459
06-365-0506-000,29754
06-365-0507-000,25174
06-365-0508-000,61425
06-365-0509-000,20447
06-365-0510-000,5423
06-365-0510-100,18066
06-365-0511-000,37380
06-365-0512-000,40312
06-365-0513-000,19754
06-365-0514-000,32960
06-365-0514-100,37825
06-365-0515-000,0
06-365-0518-000,69195
06-365-0519-000,24150
06-365-0521-000,385466
06-365-0522-000,15296
06-365-0523-000,47402
06-365-0524-000,35963
06-365-0525-000,28352
06-365-0526-000,4606
06-365-0527-000,39391
06-365-0528-000,35684
06-365-0529-000,260400
06-365-0530-000,255675
06-365-0535-000,26629
06-365-0536-000,60885
06-365-0537-000,54898
06-365-0538-000,24811
06-365-0539-000,163499
06-365-0540-000,38187
06-365-0541-000,14455
06-365-0542-000,54384
06-365-0543-000,21320
06-365-0544-000,66150
06-365-0545-000,55295
06-365-0546-000,96810
06-365-0547-000,77102
06-365-0548-000,314021
06-365-0557-000,0
06-365-0558-000,90405
06-365-0559-000,26379
06-365-0560-000,54300
06-365-0561-000,27345
06-365-0562-000,32766
06-365-0563-000,35537
06-365-0564-000,0
06-365-0565-000,25537
06-365-0566-000,0
06-365-0567-000,0
06-365-0568-000,8889
06-365-0569-000,51561
06-365-0570-000,49140
06-365-0571-000,36758
06-365-0572-000,29271
06-365-0573-000,19272
06-365-0574-000,32525
06-365-0575-000,25800
06-365-0576-000,23128
06-365-0577-000,12825
06-365-0578-000,25327
06-365-0579-000,26447
06-365-0580-000,27223
06-365-0581-000,46305
06-365-0582-000,49800
06-365-0583-000,30958
06-365-0584-000,49500
06-365-0585-000,18189
06-365-0586-000,32600
06-365-0587-000,34934
06-365-0588-000,31200
06-365-0589-000,42951
06-365-0590-000,0
06-365-0592-000,36512
06-365-0593-000,24332
06-365-0594-000,38880
06-365-0595-000,30837
06-365-0596-000,24573
06-365-0597-000,20837
06-365-0598-000,22285
06-365-0599-000,23490
06-365-0600-000,23405
06-365-0601-000,46410
06-365-0602-000,23971
06-365-0603-000,24332
06-365-0604-000,29951
06-365-0605-000,23247
06-365-0606-000,31199
06-365-0607-000,40837
06-365-0608-000,22722
06-365-0609-000,28669
06-365-0610-000,4338
06-365-0611-000,22887
06-365-0612-000,26379
06-365-0613-000,41500
06-365-0614-000,29994
06-365-0615-000,21868
06-365-0616-000,111405
06-365-0617-000,14000
06-365-0618-000,51435
06-365-0619-000,9252
06-365-0620-000,21921
06-365-0621-000,86121
06-365-0622-000,5205
06-365-0623-000,25227
06-365-0624-000,24694
06-365-0625-000,19272
06-365-0626-000,22403
06-365-0627-000,22042
06-365-0628-000,22042
06-365-0629-000,28734
06-365-0630-000,22767
06-365-0631-000,24423
06-365-0632-000,30900
06-365-0633-000,20236
06-365-0634-000,30900
06-365-0635-000,40600
06-365-0636-000,23128
06-365-0637-000,44600
06-365-0638-000,17706
06-365-0639-000,42362
06-365-0640-000,23128
06-365-0641-000,0
06-365-0642-000,18909
06-365-0643-000,16018
06-365-0644-000,20837
06-365-0645-000,0
06-365-0645-100,18831
06-365-0646-000,24332
06-365-0647-000,43276
06-365-0648-000,0
06-365-0649-000,0
06-365-0649-100,27242
06-365-0650-000,21320
06-365-0651-000,34212
06-365-0652-000,23524
06-365-0653-000,34599
06-365-0654-000,24573
06-365-0655-000,541
06-365-0656-000,24090
06-365-0657-000,4229
06-365-0658-000,6720
06-365-0659-000,44904
06-365-0660-000,26620
06-365-0661-000,19272
06-365-0662-000,27272
06-365-0663-000,27585
06-365-0664-000,34599
06-365-0665-000,23008
06-365-0666-000,0
06-365-0666-100,0
06-365-0667-000,23008
06-365-0668-000,28263
06-365-0669-000,40800
06-365-0670-000,0
06-365-0671-000,0
06-365-0672-000,0
06-365-0673-000,0
06-365-0674-000,0
06-365-0675-000,0
06-365-0676-000,0
06-365-0677-000,0
06-365-0678-000,0
06-365-0679-000,0
06-365-0680-000,0
06-366-0001-010,59220
06-366-0001-020,19977
06-366-0001-030,31671
06-366-0001-040,15957
06-366-0001-050,29790
06-366-0001-060,24350
06-366-0001-070,15248
06-366-0001-080,15366
06-366-0001-090,41258
06-366-0001-100,2520
06-366-0001-110,21868
06-366-0001-120,25888
06-366-0002-000,41265
06-366-0002-100,22694
06-366-0003-000,24825
06-366-0004-000,26478
06-366-0005-000,26715
06-366-0006-000,2520
06-366-0007-000,34537
06-366-0008-000,50988
06-366-0009-000,35465
06-366-0010-000,12700
06-366-0011-000,27661
06-366-0012-000,23996
06-366-0013-000,29555
06-366-0014-000,23758
06-366-0015-000,38273
06-366-0016-000,24350
06-366-0017-000,56385
06-366-0018-000,18322
06-366-0019-000,22341
06-366-0020-000,24350
06-366-0021-000,17966
06-366-0022-000,32994
06-366-0023-000,22694
06-366-0024-000,23405
06-366-0025-000,22814
06-366-0026-000,1656
06-366-0027-000,20449
06-366-0028-000,25651
06-366-0029-000,19858
06-366-0030-000,56700
06-366-0031-000,19491
06-366-0032-000,0
06-366-0033-000,0
06-366-0033-100,28373
06-366-0034-000,14655
06-366-0035-000,26361
06-366-0036-000,20449
06-366-0037-000,75106
06-366-0038-000,36410
06-366-0039-000,38010
06-366-0040-000,19148
06-366-0041-000,30110
06-366-0042-000,25102
06-366-0043-000,20803
06-366-0044-000,0
06-366-0045-000,18913
06-366-0046-000,26833
06-366-0047-000,31920
06-366-0048-000,24587
06-366-0049-000,27543
06-366-0050-000,27100
06-366-0051-000,59268
06-366-0052-000,21632
06-366-0053-000,21512
06-366-0054-000,15900
06-366-0055-000,35030
06-366-0056-000,25533
06-366-0057-000,21512
06-366-0058-000,54285
06-366-0059-000,36335
06-366-0060-000,15248
06-366-0061-000,31714
06-366-0062-000,23405
06-366-0063-000,32246
06-366-0064-000,20619
06-366-0065-000,27415
06-366-0066-000,27103
06-366-0067-000,50800
06-366-0068-000,42600
06-366-0069-000,20095
06-366-0070-000,42420
06-366-0072-000,37590
06-366-0073-000,46742
06-366-0074-000,0
06-366-0074-100,0
06-366-0075-000,0
06-366-0076-000,0
06-366-0077-000,0
06-366-0078-000,0
06-366-0079-000,0
06-366-0080-000,0
06-366-0081-000,0
06-366-0082-000,0
06-366-0083-000,0
06-366-0084-000,0
06-366-0085-000,0
06-366-0086-000,0
06-366-0087-000,0
06-366-0088-000,0
06-366-0089-000,0
06-366-0090-000,0
06-366-0091-000,0
06-366-0092-000,0
06-366-0093-000,0
06-366-0094-000,0
06-366-0095-000,0
06-366-0096-000,0
06-366-0097-000,0
06-366-0098-000,296736
06-366-0106-000,521431
06-366-0111-000,35582
06-366-0112-000,1537
06-366-0113-000,0
06-366-0114-000,33454
06-366-0115-000,32252
06-366-0116-000,1995
06-366-0117-000,1995
06-366-0118-000,21180
06-366-0119-000,32271
06-366-0120-000,1484
06-366-0121-000,19740
06-366-0122-000,21985
06-366-0123-000,2400
06-366-0124-000,22459
06-366-0125-000,0
06-366-0126-000,48090
06-366-0127-000,0
06-366-0128-000,30499
06-366-0129-000,26715
06-366-0130-000,15601
06-366-0131-000,1775
06-366-0132-000,24350
06-366-0133-000,26725
06-366-0134-000,2310
06-366-0135-000,22223
06-366-0136-000,38700
06-366-0137-000,19278
06-366-0138-000,16784
06-366-0139-000,14539
06-366-0140-000,35467
06-366-0142-000,37238
06-366-0143-000,51141
06-366-0144-000,42297
06-366-0145-000,16867
06-366-0146-000,72870
06-366-0147-000,27015
06-366-0148-000,21985
06-366-0149-000,34753
06-366-0150-000,39589
06-366-0151-000,20536
06-366-0152-000,26953
06-366-0153-000,40100
06-366-0154-000,17376
06-366-0155-000,29804
06-366-0156-000,19385
06-366-0157-000,50100
06-366-0158-000,75285
06-366-0159-000,40500
06-366-0160-000,18490
06-366-0161-000,26124
06-366-0162-000,13002
06-366-0163-000,17376
06-366-0164-000,0
06-366-0165-000,24587
06-366-0166-000,189628
06-366-0167-000,25179
06-366-0168-000,50085
06-366-0169-000,2205
06-366-0170-000,34755
06-366-0171-000,47040
06-366-0171-100,48352
06-366-0172-000,55934
06-366-0173-000,33217
06-366-0174-000,28426
06-366-0175-000,25770
06-366-0176-000,23667
06-366-0177-000,22814
06-366-0178-000,26124
06-366-0179-000,15606
06-366-0180-000,27195
06-366-0181-000,21439
06-366-0182-000,41707
06-366-0183-000,32155
06-366-0184-000,49700
06-366-0185-000,46500
06-366-0186-000,36100
06-366-0188-000,18913
06-366-0189-000,39720
06-366-0190-000,36648
06-366-0191-000,33957
06-366-0192-000,51600
06-366-0193-000,0
06-366-0194-000,21868
06-366-0195-000,29555
06-366-0196-000,23287
06-366-0197-000,25770
06-366-0198-000,0
06-366-0200-000,81401
06-366-0201-000,0
06-366-0202-000,0
06-366-0203-000,0
06-366-0204-000,20686
06-366-0205-000,29000
06-366-0206-000,28689
06-366-0207-000,26361
06-366-0208-000,28375
06-366-0209-000,0
06-366-0210-000,17200
06-366-0211-000,0
06-366-0212-000,17140
06-366-0213-000,0
06-366-0214-000,53025
06-366-0215-000,18410
06-366-0216-000,0
06-366-0217-000,26672
06-366-0218-000,9219
06-366-0219-000,19491
06-366-0220-000,38535
06-366-0221-000,40782
06-366-0222-000,17257
06-366-0223-000,23168
06-366-0224-000,2310
06-366-0225-000,500
06-366-0226-000,0
06-366-0226-100,20803
06-366-0227-000,26953
06-366-0228-000,47145
06-366-0229-000,15027
06-366-0229-100,0
06-366-0230-000,20449
06-366-0231-000,27681
06-366-0232-000,26124
06-366-0233-000,53300
06-366-0234-000,21278
06-366-0235-000,52200
06-366-0236-000,1890
06-366-0237-000,0
06-366-0238-000,1150
06-366-0239-000,1995
06-366-0240-000,45057
06-366-0241-000,61400
06-366-0242-000,15248
06-366-0243-000,23641
06-366-0244-000,30152
06-366-0245-000,24232
06-366-0246-000,31848
06-366-0247-000,28373
06-366-0248-000,28373
06-366-0249-000,26833
06-366-0250-000,17612
06-366-0251-000,30146
06-366-0252-000,23287
06-366-0253-000,1600
06-366-0254-000,22577
06-366-0255-000,32391
06-366-0256-000,40800
06-366-0257-000,23051
06-366-0258-000,31915
06-366-0259-000,22341
06-366-0260-000,34974
06-366-0261-000,0
06-366-0262-000,29908
06-366-0263-000,21512
06-366-0264-000,0
06-366-0264-100,44196
